SALESORDERID,SALESORDERITEM,PRODUCTID,NOTEID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,ITEMATPSTATUS,OPITEMPOS,QUANTITY,QUANTITYUNIT,DELIVERYDATE
0500000317,0000000010,BX-1011, ,USD,249,217.875,31.125,I,,4,EA,20190608
0500000317,0000000020,EB-1132, ,USD,1900,1662.5,237.5,I,,8,EA,20190608
0500000318,0000000010,DB-1083, ,USD,1199,1049.125,149.875,I,,7,EA,20190622
0500000318,0000000020,DB-1083, ,USD,1199,1049.125,149.875,I,,2,EA,20190622
0500000318,0000000030,EB-1134, ,USD,4800,4200,600,I,,9,EA,20190622
0500000318,0000000040,HB-1175, ,USD,899,786.625,112.375,I,,9,EA,20190622
0500000318,0000000050,RC-1053, ,USD,4599,4024.125,574.875,I,,10,EA,20190622
0500000318,0000000060,DB-1081, ,USD,1499,1311.625,187.375,I,,7,EA,20190622
0500000318,0000000070,HB-1171, ,USD,699,611.625,87.375,I,,8,EA,20190622
0500000319,0000000010,RC-1054, ,USD,5499,4811.625,687.375,I,,8,EA,20190619
0500000319,0000000020,RC-1056, ,USD,2499,2186.625,312.375,I,,2,EA,20190619
0500000319,0000000030,MB-1031, ,USD,649,567.875,81.125,I,,7,EA,20190619
0500000320,0000000010,DB-1083, ,USD,1199,1049.125,149.875,I,,4,EA,20190621
0500000320,0000000020,BX-1016, ,USD,319,279.125,39.875,I,,5,EA,20190621
0500000320,0000000030,BX-1013, ,USD,449,392.875,56.125,I,,8,EA,20190621
0500000320,0000000040,RO-1001, ,USD,525,459.375,65.625,I,,4,EA,20190621
0500000320,0000000050,CC-1023, ,USD,1361,1190.875,170.125,I,,7,EA,20190621
0500000320,0000000060,CB-1161, ,USD,399,349.125,49.875,I,,4,EA,20190621
0500000320,0000000070,CC-1023, ,USD,1361,1190.875,170.125,I,,10,EA,20190621
0500000320,0000000080,RO-1002, ,USD,689,602.875,86.125,I,,1,EA,20190621
0500000321,0000000010,CC-1022, ,USD,1200,1050,150,I,,7,EA,20190605
0500000321,0000000020,DB-1081, ,USD,1499,1311.625,187.375,I,,10,EA,20190605
0500000321,0000000030,HB-1172, ,USD,799,699.125,99.875,I,,8,EA,20190605
0500000321,0000000040,EB-1136, ,USD,5000,4375,625,I,,8,EA,20190605
0500000321,0000000050,CC-1021, ,USD,1144,1001,143,I,,6,EA,20190605
0500000321,0000000060,DB-1083, ,USD,1199,1049.125,149.875,I,,7,EA,20190605
0500000321,0000000070,BX-1016, ,USD,319,279.125,39.875,I,,3,EA,20190605
0500000321,0000000080,EB-1136, ,USD,5000,4375,625,I,,2,EA,20190605
0500000321,0000000090,BX-1012, ,USD,399,349.125,49.875,I,,7,EA,20190605
0500000321,0000000100,RC-1057, ,USD,4999,4374.125,624.875,I,,5,EA,20190605
0500000322,0000000010,EB-1131, ,USD,1500,1312.5,187.5,I,,7,EA,20190617
0500000322,0000000020,MB-1032, ,USD,1299,1136.625,162.375,I,,4,EA,20190617
0500000322,0000000030,BX-1013, ,USD,449,392.875,56.125,I,,5,EA,20190617
0500000322,0000000040,CB-1163, ,USD,288,252,36,I,,4,EA,20190617
0500000322,0000000050,HB-1173, ,USD,649,567.875,81.125,I,,7,EA,20190617
0500000322,0000000060,HB-1172, ,USD,799,699.125,99.875,I,,1,EA,20190617
0500000322,0000000070,CB-1163, ,USD,288,252,36,I,,2,EA,20190617
0500000322,0000000080,HB-1174, ,USD,379,331.625,47.375,I,,1,EA,20190617
0500000322,0000000090,CC-1023, ,USD,1361,1190.875,170.125,I,,8,EA,20190617
0500000322,0000000100,HB-1171, ,USD,699,611.625,87.375,I,,10,EA,20190617
0500000323,0000000010,EB-1132, ,USD,1900,1662.5,237.5,I,,2,EA,20190610
0500000323,0000000020,RC-1057, ,USD,4999,4374.125,624.875,I,,9,EA,20190610
0500000323,0000000030,HB-1174, ,USD,379,331.625,47.375,I,,2,EA,20190610
0500000323,0000000040,EB-1135, ,USD,3000,2625,375,I,,10,EA,20190610
0500000323,0000000050,EB-1133, ,USD,2250,1968.75,281.25,I,,1,EA,20190610
0500000323,0000000060,BX-1011, ,USD,249,217.875,31.125,I,,9,EA,20190610
0500000323,0000000070,MB-1033, ,USD,3999,3499.125,499.875,I,,4,EA,20190610
0500000324,0000000010,MB-1034, ,USD,2499,2186.625,312.375,I,,4,EA,20190606
0500000324,0000000020,BX-1016, ,USD,319,279.125,39.875,I,,2,EA,20190606
0500000324,0000000030,BX-1013, ,USD,449,392.875,56.125,I,,7,EA,20190606
0500000325,0000000010,MB-1033, ,USD,3999,3499.125,499.875,I,,3,EA,20190614
0500000325,0000000020,RO-1002, ,USD,689,602.875,86.125,I,,4,EA,20190614
0500000325,0000000030,EB-1137, ,USD,7900,6912.5,987.5,I,,8,EA,20190614
0500000325,0000000040,MB-1032, ,USD,1299,1136.625,162.375,I,,2,EA,20190614
0500000325,0000000050,BX-1012, ,USD,399,349.125,49.875,I,,5,EA,20190614
0500000325,0000000060,CB-1162, ,USD,400,350,50,I,,4,EA,20190614
0500000325,0000000070,RO-1002, ,USD,689,602.875,86.125,I,,5,EA,20190614
0500000326,0000000010,EB-1136, ,USD,5000,4375,625,I,,10,EA,20190606
0500000326,0000000020,BX-1016, ,USD,319,279.125,39.875,I,,1,EA,20190606
0500000326,0000000030,BX-1013, ,USD,449,392.875,56.125,I,,10,EA,20190606
0500000327,0000000010,BX-1013, ,USD,449,392.875,56.125,I,,5,EA,20190630
0500000327,0000000020,RO-1002, ,USD,689,602.875,86.125,I,,7,EA,20190630
0500000327,0000000030,DB-1082, ,USD,1250,1093.75,156.25,I,,4,EA,20190630
0500000327,0000000040,RC-1051, ,USD,2499,2186.625,312.375,I,,2,EA,20190630
0500000328,0000000010,HB-1174, ,USD,379,331.625,47.375,I,,4,EA,20190708
0500000328,0000000020,EB-1132, ,USD,1900,1662.5,237.5,I,,5,EA,20190708
0500000329,0000000010,RC-1053, ,USD,4599,4024.125,574.875,I,,9,EA,20190613
0500000329,0000000020,BX-1014, ,USD,799,699.125,99.875,I,,1,EA,20190613
0500000329,0000000030,CC-1022, ,USD,1200,1050,150,I,,7,EA,20190613
0500000329,0000000040,RC-1053, ,USD,4599,4024.125,574.875,I,,3,EA,20190613
0500000329,0000000050,CC-1023, ,USD,1361,1190.875,170.125,I,,9,EA,20190613
0500000329,0000000060,HB-1173, ,USD,649,567.875,81.125,I,,10,EA,20190613
0500000329,0000000070,DB-1081, ,USD,1499,1311.625,187.375,I,,5,EA,20190613
0500000330,0000000010,BX-1012, ,USD,399,349.125,49.875,I,,1,EA,20190613
0500000330,0000000020,CB-1163, ,USD,288,252,36,I,,8,EA,20190613
0500000330,0000000030,EB-1137, ,USD,7900,6912.5,987.5,I,,4,EA,20190613
0500000330,0000000040,MB-1032, ,USD,1299,1136.625,162.375,I,,8,EA,20190613
0500000330,0000000050,RC-1057, ,USD,4999,4374.125,624.875,I,,8,EA,20190613
0500000330,0000000060,HB-1171, ,USD,699,611.625,87.375,I,,6,EA,20190613
0500000330,0000000070,RC-1056, ,USD,2499,2186.625,312.375,I,,10,EA,20190613
0500000331,0000000010,HB-1175, ,USD,899,786.625,112.375,I,,3,EA,20190630
0500000331,0000000020,RC-1051, ,USD,2499,2186.625,312.375,I,,4,EA,20190630
0500000332,0000000010,HB-1171, ,USD,699,611.625,87.375,I,,10,EA,20190619
0500000332,0000000020,BX-1011, ,USD,249,217.875,31.125,I,,5,EA,20190619
0500000332,0000000030,CB-1163, ,USD,288,252,36,I,,7,EA,20190619
0500000332,0000000040,CC-1022, ,USD,1200,1050,150,I,,3,EA,20190619
0500000332,0000000050,BX-1014, ,USD,799,699.125,99.875,I,,9,EA,20190619
0500000332,0000000060,RC-1052, ,USD,3999,3499.125,499.875,I,,9,EA,20190619
0500000332,0000000070,RC-1055, ,USD,1999,1749.125,249.875,I,,4,EA,20190619
0500000332,0000000080,RC-1054, ,USD,5499,4811.625,687.375,I,,1,EA,20190619
0500000333,0000000010,MB-1031, ,USD,649,567.875,81.125,I,,10,EA,20190709
0500000333,0000000020,BX-1013, ,USD,449,392.875,56.125,I,,3,EA,20190709
0500000333,0000000030,EB-1132, ,USD,1900,1662.5,237.5,I,,3,EA,20190709
0500000333,0000000040,BX-1011, ,USD,249,217.875,31.125,I,,5,EA,20190709
0500000333,0000000050,BX-1015, ,USD,299,261.625,37.375,I,,6,EA,20190709
